,Title,Summary,Contributors,Date,Section,Url,Source
117,"The US has been preparing since 2022 for the possibility that Russian president Vladimir Putin would stop selling it nuclear power fuel, and a pending ban on Russian imports will help boost domestic capacity to process uranium fuel, the outgoing top nuclear energy official told Reuters.","The US has been preparing since 2022 for the possibility that Russian president Vladimir Putin would stop selling it nuclear power fuel, and a pending ban on Russian imports will help boost domestic capacity to process uranium fuel, the outgoing top nuclear energy official told Reuters. The US senate passed legislation on Tuesday that bans the imports from Russia, the latest move by Washington to disrupt Putin’s ability to pay for the full-scale invasion of Ukraine that began in 2022. The ban, which is expected to be signed by president Joe Biden, starts 90 days after enactment, although it allows the Department of Energy to issue waivers in case of supply concerns. The move has led to fears that Putin could retaliate by freezing exports to the US boosting uranium prices. Russia supplied about 24% of the uranium used by reactors in the US in 2022, and was its top foreign supplier. But Kathryn Huff, the DoE’s assistant secretary for nuclear, who steps down on Friday, told Reuters the US is prepared for any scenario. “The reality is this: over the last few years there has been a very real and present possibility that Russia could stop abruptly sending enriched uranium to the United States.” Countries including Canada, France and Japan will help the US deal with an “allied alternative” to Russian uranium, Huff said.",,2024-05-03 10:37:58+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/russia-ukraine-war-live-russian-troops-enter-us-base-in-niger,The Guardian
118,Russian defence minister Sergei Shoigu said on Friday that Russian troops had captured 547 sq km of territory in Ukraine this year.,Russian defence minister Sergei Shoigu said on Friday that Russian troops had captured 547 sq km of territory in Ukraine this year. Shoigu said Ukrainian forces were retreating all along the front line.,,2024-05-03 10:17:05+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/russia-ukraine-war-live-russian-troops-enter-us-base-in-niger,The Guardian
119,Ukrainian agent killed before he could attack fuel terminal - Russian FSB,"Officers of Russia’s FSB state security service have killed a Ukrainian saboteur planning to attack a fuel terminal in the northwesterly Leningrad region with explosives, the FSB said on Friday, according to the Interfax news agency. The FSB said the man was a Russian national recruited by Ukraine’s military intelligence, and that he had been killed after shooting at security agents. It said he had entered Russia from Lithuania in March.",,2024-05-03 09:36:29+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/russia-ukraine-war-live-russian-troops-enter-us-base-in-niger,The Guardian
120,,,,2024-05-03 09:15:59+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/russia-ukraine-war-live-russian-troops-enter-us-base-in-niger,The Guardian
121,"Ukraine will at some point have to enter into talks with Russia to bring an end to their more than two-year-old war, a senior Ukrainian intelligence official said in an interview published on Thursday.","Ukraine will at some point have to enter into talks with Russia to bring an end to their more than two-year-old war, a senior Ukrainian intelligence official said in an interview published on Thursday. Ukrainian president Volodymyr Zelenskiy has repeatedly ruled out talks with the Kremlin, and a decree he issued after Russia formally annexed four Ukrainian regions in 2022 deems negotiations “impossible”, Reuters reports. But major-general Vadym Skibitsky, deputy chief of Ukraine’s HUR military intelligence directorate, told the Economist magazine that talks would eventually be needed, as would be the case with any war. “General Skibitsky says he does not see a way for Ukraine to win the war on the battlefield alone. Even if it were able to push Russian forces back to the borders - an increasingly distant prospect – it wouldn’t end the war,” the magazine wrote. “Such wars can only end with treaties, he says. Right now, both sides are jockeying for the ‘the most favourable position’ ahead of potential talks. But meaningful negotiations can begin only in the second half of 2025 at the earliest, he guesses.” Zelenskiy and other officials have said Russia is not invited to a “peace summit” planned for Switzerland in June as there is no assurance that Moscow will bargain in good faith.",,2024-05-03 08:13:40+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/russia-ukraine-war-live-russian-troops-enter-us-base-in-niger,The Guardian
122,Germany has said it has evidence that Russian state-sponsored hackers were behind an “intolerable” cyber-attack last year in which several websites were knocked off line in apparent response to Berlin’s decision to send tanks to Ukraine.,"Germany has said it has evidence that Russian state-sponsored hackers were behind an “intolerable” cyber-attack last year in which several websites were knocked off line in apparent response to Berlin’s decision to send tanks to Ukraine. The German foreign minister, Annalena Baerbock, said a federal government investigation into the 2023 cyber-attack on the Social Democrat party (SPD) had just concluded. “Today we can say unambiguously [that] we can attribute this cyber-attack to a group called APT28, which is steered by the military intelligence service of Russia,” she told a news conference during a visit to Australia. “In other words, it was a state-sponsored Russian cyber-attack on Germany, and this is absolutely intolerable and unacceptable and will have consequences.”",lisaocarroll,2024-05-03 08:21:56+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/russia-ukraine-war-live-russian-troops-enter-us-base-in-niger,The Guardian
123,The Russian defence ministry said on Friday that its air defence forces destroyed six drones that Ukraine launched overnight.,"The Russian defence ministry said on Friday that its air defence forces destroyed six drones that Ukraine launched overnight. Five of the drones were downed over the Belgorod region that borders Ukraine and one over the Crimean Peninsula, the defence ministry said on the Telegram messaging app. The ministry did not provide any details on possible damage due to the attack. Reuters could not immediately verify the Russian defence ministry’s comments.",,2024-05-03 08:13:13+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/russia-ukraine-war-live-russian-troops-enter-us-base-in-niger,The Guardian
124,"Hungary will need to boost defence spending further next year if the war in neighbouring Ukraine drags into 2025, reducing the amount of funds available for other expenditure, prime minister Viktor Orban told public radio on Friday.","Hungary will need to boost defence spending further next year if the war in neighbouring Ukraine drags into 2025, reducing the amount of funds available for other expenditure, prime minister Viktor Orban told public radio on Friday. Russia’s 2022 invasion of Ukraine has triggered a surge in defence spending on Nato’s eastern flank led by Poland, which has doubled defence expenditure to 3.9% of economic output by 2023 from 2014 levels based on NATO figures, Reuters reported. While strongly opposing Western military and financial support to Ukraine over concerns of the conflict spilling over into Europe, Hungary has also ramped up its defence spending sharply, to 2.43% of GDP last year, above a 2% Nato guideline. “If the war drags on into 2025, then the 2023-2024 defence spending levels will not be sufficient and will have to be increased,” Orban said in an interview, adding that the move would leave less funding for other purposes.",,2024-05-03 07:55:28+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/russia-ukraine-war-live-russian-troops-enter-us-base-in-niger,The Guardian
125,"Russian troops enter base housing US military in Niger, US official says","Good morning and welcome to the blog. The time in Kyiv and Moscow is approaching 10.30am. In a worrying sign of how tensions are spreading, Russian military personnel have entered an air base in Niger that is hosting US troops, a senior US defence official told Reuters. The move that follows a decision by Niger’s junta to expel US forces. It puts US and Russian troops in close proximity at a time when the nations’ military and diplomatic rivalry is increasingly acrimonious over the conflict in Ukraine. The military officers ruling the West African nation have told the US to withdraw its nearly 1,000 military personnel from the country, which, until a coup last year had been a key partner for Washington’s fight against insurgents who have killed thousands of people and displaced millions more. A senior US defence official, speaking on condition of anonymity, said Russian forces were not mingling with US troops but were using a separate hangar at Airbase 101, which is next to Diori Hamani international airport in Niamey, Niger’s capital. We will bring you more on this as it develops. In other news: Weapons supplied by Britain to Ukraine can be used to strike inside Russia, David Cameron has said, as the UK foreign secretary promised £3bn a year “for as long as it is necessary” to help Kyiv. Emmanuel Macron has said the question of sending western troops to Ukraine would “legitimately” arise if Russia broke through Ukrainian frontlines and Kyiv made such a request. In an interview with the Economist, the French president maintained his stance of strategic ambiguity, saying: “I’m not ruling anything out, because we are facing someone who is not ruling anything out.” At least eight children were injured in the town of Derhachi in Ukraine’s north-eastern Kharkiv region on Thursday when Russian guided bombs struck a site close to a sports complex where they had been training, local officials said. An elderly man was also wounded. Russia said on Thursday it had captured the village of Berdychi which lies about 12km (7 miles) north-west of Avdiivka – a week after Ukrainian forces pulled out.",,2024-05-03 07:46:59+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/russia-ukraine-war-live-russian-troops-enter-us-base-in-niger,The Guardian
126,,"Panama’s supreme court has rejected a move to disqualify the candidacy of the leading presidential contender, José Raúl Mulino, two days before the country’s election on Sunday. The ruling early on Friday removes an element of uncertainty from the vote, but the country remains racked by social discontent, against a backdrop of mass protests, economic slowdown, drought in the Panama Canal and the closure of one of the world’s largest copper mines. With 25-30% of voting intention, polls suggest Mulino has a comfortable lead over his two closest rivals, the lawyer Ricardo Lombana and the former president Martín Torrijos, in a fragmented field.
Mulino only stepped in as a candidate in February, replacing Ricardo Martinelli, the supermarket magnate and former president whose candidacy was annulled after local courts ratified his prison sentence for money laundering. In its ruling, the supreme court rejected an argument that Mulino’s candidacy should also be annulled, since he assumed it without going through party primaries. The current president, Laurentino Cortizo, is constitutionally unable to run for a second consecutive term. But he is in any case deeply unpopular, and his government was rocked by two unprecedented protest movements. The first, in 2022, was triggered by the rising cost of living and deficient social services, given Panama’s status as one of the region’s most unequal countries. The second, in 2023, was sparked by the government’s opaque renegotiation of the contract for the Cobre Panamá mine, which was subsequently closed. Both episodes revealed public mistrust of the governing Partido Revolucionario Democrático and a political elite that has been involved in numerous corruption scandals. Corruption, underlined by the Panama Papers investigation, is a top concern for voters, as is the economy, where a slowdown has been compounded by the closure of the mine and social upheaval that has hit investment. The International Monetary Fund expects growth of 2.5% in 2024, down from 7.5% in 2023. The fact that Martinelli – and by extension Mulino – remains popular despite his conviction for money laundering reflects both the political outsider status he has cultivated and the fact that Panama saw formidable economic growth during his presidency from 2009 to 2014. “People have always justified Martinelli by saying, ‘He stole but he got things done,’” said Juan Diego Alvarado, a political analyst. “The economic conditions that carried that growth are no longer there,” added Alvarado. “But the memory is powerful.” Aside from promising to bring the good times back, Mulino has also vowed to close the Darién Gap, the swampy jungle straddling the border with Colombia that is crossed by hundreds of thousands of US-bound migrants each year. Meanwhile other candidates have emphasised their economic management skills and anti-corruption platforms. All the leading candidates are proposing to change Panama’s constitution, which has remained the same since the return to democracy in 1989, and have supported the protests against the mine with varying degrees of enthusiasm. But experts say there is a lack of substantive variety on the ballot paper. “Panama has great political homogeneity: every political party is centre right. For 30 years Panama has been governed by the centre right,” said Claire Nevache, a political analyst. “So it’s really more about characters and leadership styles than it is about public policy and how to fix Panama’s problems.” If Mulino wins, he has promised to find a way to help Martinelli, who avoided a 10-year jail sentence by taking refuge in the Nicaraguan embassy, where he and his dog, Bruno, are campaigning energetically on social media. To what degree Martinelli would be pulling the strings behind a Mulino presidency remains to be seen. “I suspect Mulino doesn’t have much strength within their party. I think Martinelli controls the party,” said Alvarado. “But whoever wins will not have a majority in the assembly. So they’ll have to build alliances in order to govern.”",,2024-05-03 10:30:14+00:00,World news,https://www.theguardian.com/world/article/2024/may/03/panama-presidential-election-jose-raul-mulino,The Guardian
127,Closing summary,"It is 5pm in Gaza and in Tel Aviv. We will be closing this blog soon, but you can stay up to date on the Guardian’s Middle East coverage here. Here is a recap of the latest developments: An Israeli incursion in Rafah could result in ‘slaughter’, a UN official said on Friday. “It could be a slaughter of civilians and an incredible blow to the humanitarian operation in the entire strip because it is run primarily out of Rafah,” said Jens Laerke, spokesperson for the UN humanitarian office, at a Geneva press briefing. A World Health Organization (WHO) official said on Friday that the agency had a contingency plan prepared in case of an Israeli incursion into Gaza’s Rafah but said it would not be sufficient to prevent a substantial rise in the death toll. “I want to really say that this contingency plan is a Band-Aid,” said Rik Peeperkorn, WHO representative for the occupied Palestinian territory, at a Geneva press briefing via video link. Turkey’s trade halt with Israel will continue until a permanent ceasefire in Gaza is secured as well as unhindered humanitarian aid flow to the region, Turkish trade minister Omer Bolat said on Friday. Turkey stopped all exports and imports to and from Israel on Thursday, citing the “worsening humanitarian tragedy” in the Palestinian territories. Turkish exporters with firm orders are looking at ways to send their goods to Israel via third countries four export sector sources told Reuters on Thursday. Israel’s foreign minister, Israel Katz, accused Turkey’s president, Recep Tayyip Erdoğan, of acting like a “dictator” after the trade restrictions were first reported. Katz added that blocking ports for Israeli imports and exports ignores trade deals, adding on social media platform X that Israel would work toward alternatives for trade with Turkey. The UK on Friday imposed sanctions on two “extremist” groups and four individuals in Israel who it blamed for violence in the West Bank. The British Foreign Office named Hilltop Youth and Lehava as two groups which it said were known to have supported, incited and promoted violence against Palestinian communities in the West Bank. The four individuals sanctioned were responsible for human rights abuses against these communities, the statement added. The UK’s foreign secretary David Cameron said extremist settlers were undermining security and stability and threatening the prospects for peace. An Israeli man held hostage in Gaza since the 7 October Hamas attack has been confirmed dead, the government said early Friday. Dror Or, 49, was killed and his body was held in Gaza since 7 October, said the Be’eri kibbutz where he had lived. International criminal court (ICC) prosecutors warned on Friday against “individuals who threaten to retaliate” against the tribunal or its staff, saying such actions might constitute an “offence against its administration of justice”. The ICC did not say if the comment related to its investigation into possible war crimes by Israel or Palestinian groups in Gaza and the West Bank. The availability of food in the Gaza Strip has very slightly improved, though the risk of famine remains, Rik Peeperkorn, the WHO representative in the Palestinian territories told a press briefing in Geneva via video link from Jerusalem. He said that the threat of famine had “absolutely not” gone away due to the slight improvement in the food situation. Ahmed Dahir, the WHO’s Gaza sub-office team lead added that “access to food now has to be sustained”. Since October 2023, more than 100 Palestinian reporters have been killed in Gaza, including at least 22 in the course of their work, said Reporters Without Borders (RSF) which published its annual World Press Freedom Index on Friday, marking World Press Freedom Day 2024. The Maghreb and Middle East regions performed the worst in terms of restrictions on press freedom by government forces, according to the report. At least 34,622 Palestinians have been killed and 77,867 injured in Israel’s military offensive on Gaza since 7 October, the Hamas-run Gaza health ministry said in a statement on Friday. A senior Palestinian doctor died in an Israeli prison after more than four months of detention, two Palestinian prisoner associations said on Thursday, blaming Israel for his death. The associations said in a joint statement that Adnan al-Bursh, head of orthopedics at al-Shifa hospital, Gaza’s largest medical facility, had been detained by Israeli forces while temporarily working at al-Awada hospital in north Gaza. They called his death an “assassination” and said his body remained in Israeli custody. Francesca Albanese, the UN special rapporteur on the occupied Palestinian territories, said in comments on X that she was alarmed by the death of Bursh in Israeli detention. “No Palestinian is safe under Israel’s occupation today. How many more lives will have to be taken before UN member states, especially those demonstrating genuine concern for human rights globally, act to protect the Palestinians?” she said. On Thursday, the Israeli authorities released 64 Palestinians they had detained during their military offensive in Gaza via the Israeli-controlled Kerem Shalom crossing, the Palestinian borders and crossings agency said. One of them was the body of a man who had died in detention, the prisoners’ associations said. Another freed detainee arrived in critical condition and was moved into hospital upon arrival, the crossings agency added. Iran has released the crew of a seized Portuguese-flagged ship linked to Israel, but remains in control of the vessel itself, foreign minister Hossein Amirabdollahian said. “The seized ship, which turned off its radar in Iran’s territorial waters and jeopardized the security of navigation, is under judicial detention,” Amirabdollahian said, according to a foreign ministry post on X late Thursday night. He said the release of the crew was a humanitarian act and they could return to their countries along with the ship’s captain Police in Paris entered France’s prestigious Sciences Po university on Friday and removed student activists who had occupied its buildings in protest against Israel’s conduct in its war against Hamas in Gaza. A Reuters witness saw police go into the buildings and take out many of the 70-odd protesters inside. Seven people were killed in an overnight airstrike on a home in northern Rafah, according to Al Jazeera’s Tareq Abu Azzoum who was reporting from the southern Gaza district. He said that four of the victims were children. Elsewhere in Rafah, especially to the east, there had been a “surge in airstrikes and artillery bombardment,” Abu Azzoum told Al Jazeera. The Australian government faces a decision next week on whether to support admitting Palestine as a full member of the UN and is swapping notes with allies including South Korea and Germany. A copy of the draft resolution, seen by Guardian Australia, expresses “deep regret and concern” that the US used its veto power to block the proposal at the UN security council last month. Hundreds of pro-Palestinian protesters on Friday met a counterprotest supporting Israel at the University of Sydney. The Australian Broadcasting Corp (ABC) reported a scuffle between the groups. Supporters of both sides later backed down because of a heavy security presence, while the University of Sydney vice-chancellor Mark Scott said there was space for both groups of protesters.",,2024-05-03 12:47:31+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/middle-east-crisis-israel-hostages-gaza-hamas-war-ceasefire-talks,The Guardian
128,World Press Freedom Index,"Annie Kelly is a human rights journalist for the Guardian and Observer. Political attacks on press freedom, including the detention of journalists, suppression of independent media outlets and widespread dissemination of misinformation, have significantly intensified in the past year, according to the annual World Press Freedom Index published by Reporters Without Borders (RSF). The index ranks 180 countries on the ability of journalists to work and report freely and independently. The Maghreb and Middle East regions performed the worst in terms of restrictions on press freedom by government forces, according to the report. In the past year, said RSF, governments across the region have attempted to control and curtail the media through violence, arrests and draconian laws, compounded by “systematic impunity for crimes of violence against journalists”.
The RSF says that, since October 2023, more than 100 Palestinian reporters have been killed in Gaza, including at least 22 in the course of their work. Elsewhere in the region, journalists have been killed in Sudan, where there have been serious attempts to curb independent reporting of violence and civil war. The situation for media professionals in Syria has also deteriorated, with journalists who have fled press repression in their home country threatened with expulsion from neighbouring Jordan, Turkey and Lebanon. The RSF also says that four of the world’s biggest jailers of journalists – Israel, Saudi Arabia, Syria and Iran – have continued to attack and detain them. You can read the full piece here:",anniekelly,2024-05-03 13:43:04+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/middle-east-crisis-israel-hostages-gaza-hamas-war-ceasefire-talks,The Guardian
129,Yemen,"Yemen’s Houthis will target ships heading to Israeli ports in any reachable area, the military spokesperson Yahya Sarea said in a televised speech on Friday, according to Reuters. “We will target any ships heading to Israeli ports in the Mediterranean Sea in any area we are able to reach,” he said.",,2024-05-03 13:06:35+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/middle-east-crisis-israel-hostages-gaza-hamas-war-ceasefire-talks,The Guardian
130,The UK  sanctions Israeli groups and individuals for violence in West Bank,"The UK on Friday imposed sanctions on two “extremist” groups and four individuals in Israel who it blamed for violence in the West Bank, its latest package of measures against Israeli settlers, reports Reuters. The British Foreign Office named Hilltop Youth and Lehava as two groups which it said were known to have supported, incited and promoted violence against Palestinian communities in the West Bank. The four individuals sanctioned were responsible for human rights abuses against these communities, the statement added. Among them are Noam Federman, who has trained settler groups in committing violence and Elisha Yered, who has justified killing Palestinians on religious grounds, reports Reuters. Violence in the West Bank was already on the rise before Israel’s assault on Gaza, but it has escalated since, with stepped-up Israeli military raids, settler violence and Palestinian street attacks.
The UK’s foreign secretary David Cameron said extremist settlers were undermining security and stability and threatening the prospects for peace. “The Israeli authorities must clamp down on those responsible. The UK will not hesitate to take further action if needed, including through further sanctions,” he said. Those sanctioned will be subject to financial and travel restrictions. The UK previously imposed sanctions on four Israeli nationals in February.",,2024-05-03 12:39:09+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/middle-east-crisis-israel-hostages-gaza-hamas-war-ceasefire-talks,The Guardian
131,Gaza Strip,"The availability of food in the Gaza Strip has very slightly improved, though the risk of famine remains, the World Health Organization (WHO) said on Friday, reports Agence France-Presse (AFP). “The food situation has a little bit improved. There’s a bit more food,” Rik Peeperkorn, the WHO representative in the Palestinian territories, told a press briefing in Geneva via video link from Jerusalem. Compared to a few months ago, “definitely there is more basic food, more wheat, but also a little bit more diversified food on the market. Not just in the south – also in the north”, where people have been surviving on the equivalent calories of less than a can of beans a day. Ahmed Dahir, the WHO’s Gaza sub-office team lead, said that previously, “thousands” of people had been rushing at WHO trucks heading to northern Gaza – which has been most at risk of famine – in the hope of finding food.
“It has changed in the last few weeks. Now there is more food coming, and going to the north,” he said, speaking from the Gaza Strip. According to AFP, Dahir said the food situation remained “fragile” in Gaza, while the population also lacked the cash to pay for food in the markets. “Access to food now has to be sustained,” he said. Peeperkorn stressed that local food production, such as fruit, vegetables and fish in the Gaza Strip had been “destroyed” by the war. The threat of famine had “absolutely not” gone away due to the slight improvement in the food situation, Peeperkorn said. “We cannot say the risk has passed,” Dahir added. Israel has often accused the United Nations and non-governmental organisations of not distributing aid quickly enough, but those have blamed the restrictions and inspections imposed by Israel. Peeperkorn hit out at snags holding up WHO missions around the Gaza Strip. “Sometimes, what we could do in one mission, we have to do in four. It’s incredibly labour intensive and also incredibly costly,” he said.",,2024-05-03 12:22:23+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/middle-east-crisis-israel-hostages-gaza-hamas-war-ceasefire-talks,The Guardian
132,International criminal court prosecutors warn against 'individuals who threaten to retaliate' against tribunal or its staff,"International criminal court prosecutors warned on Friday against “individuals who threaten to retaliate” against the tribunal or its staff, saying such actions might constitute an “offence against its administration of justice”. The ICC did not say if the comment related to its investigation into possible war crimes by Israel or Palestinian groups in Gaza and the West Bank. US media said this week the ICC might issue an arrest warrant for Israeli officials including prime minister Benyamin Netanyahu and that the latter had urged US president Joe Biden to prevent the court from doing so. On Friday, The Hague-based office of ICC chief prosecutor Karim Khan said on X that it sought to “engage constructively with all stakeholders whenever dialogue is consistent with its mandate”. “That independence and impartiality are undermined, however, when individuals threaten to retaliate against the court or against court personnel” if it “made decisions” about probes that fell in its mandate, it said. “Such threats, even not acted upon, may constitute an offence” against the ICC’s “administration of justice”, it said. “The Office insists that all attempts to impede, intimidate or improperly influence its officials cease immediately.” Khan’s office declined to answer questions from AFP as to where the threats of retaliation may have originated from. It also declined to comment when asked whether it was referring to its investigation into Israel and the war in Gaza. The ICC opened a probe in 2021 into Israel, as well as Hamas and other armed Palestinian groups, over possible war crimes in the occupied Palestinian territories. Khan has said this investigation now “extends to the escalation of hostilities and violence since the (Hamas) attacks that took place on 7 October 2023”.",,2024-05-03 11:55:14+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/middle-east-crisis-israel-hostages-gaza-hamas-war-ceasefire-talks,The Guardian
133,Francesca Albanese,"Francesca Albanese, the UN special rapporteur on the occupied Palestinian territories, said in comments on X that she was alarmed by the death of Adnan al-Bursh (See 09.48 BST) in Israeli detention. Albanese also urged the diplomatic community to take “concrete measures to protect Palestinians”. The senior Palestinian doctor died in an Israeli prison after more than four months of detention, two Palestinian prisoner associations said, reported Reuters.
“No Palestinian is safe under Israel’s occupation today. How many more lives will have to be taken before UN member states, especially those demonstrating genuine concern for human rights globally, act to protect the Palestinians?” she said.",,2024-05-03 10:45:32+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/middle-east-crisis-israel-hostages-gaza-hamas-war-ceasefire-talks,The Guardian
134,,"At least 34,622 Palestinians have been killed and 77,867 injured in Israel’s military offensive on Gaza since 7 October, the Hamas-run Gaza health ministry said in a statement on Friday.",,2024-05-03 11:45:03+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/middle-east-crisis-israel-hostages-gaza-hamas-war-ceasefire-talks,The Guardian
135,Paris,"Police in Paris entered France’s prestigious Sciences Po university on Friday and removed student activists who had occupied its buildings in protest against Israel’s conduct in its war against Hamas in Gaza. A Reuters witness saw police go into the buildings and take out many of the 70-odd protesters inside. Unlike in some college campuses across the US, the French protests have been peaceful and there were no signs of violence as the students were brought out of the buildings, reported Reuters.
Sciences Po has become the centre of French student protests over Gaza and academic ties with Israel, which have spread across France but have remained much smaller in scale than those seen in the US. The Sciences Po university was closed for the day on Friday, with a heavy police presence around its main building.",,2024-05-03 10:39:21+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/middle-east-crisis-israel-hostages-gaza-hamas-war-ceasefire-talks,The Guardian
136,northern Rafah,"Seven people have been killed in an overnight airstrike on a home in northern Rafah, reports Al Jazeera’s Tareq Abu Azzoum who is sending updates from the southern Gaza district. He says that four of the victims were children. Elsewhere in Rafah, especially to the east, there has been a “surge in airstrikes and artillery bombardment,” Abu Azzoum told Al Jazeera.",,2024-05-03 10:57:42+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/middle-east-crisis-israel-hostages-gaza-hamas-war-ceasefire-talks,The Guardian
137,"Rafah operation could result in 'slaughter', UN official says","An Israeli incursion in Rafah would put the lives of hundreds of thousands of Palestinians at risk and be a huge blow to the humanitarian operations of the Gaza Strip, the UN humanitarian office said on Friday, according to Reuters. “It could be a slaughter of civilians and an incredible blow to the humanitarian operation in the entire strip because it is run primarily out of Rafah,” said Jens Laerke, spokesperson for the UN humanitarian office, at a Geneva press briefing. Aid operations run from Rafah included medical clinics and food distribution points, including centres for malnourished children, he said.
A World Health Organization (WHO) official said at the same briefing that a contingency plan for an incursion had been prepared, which included a new field hospital, but said it would not be enough to prevent a substantial rise in the death toll (See 10.32 BST). “I want to really say that this contingency plan is a Band-Aid,” said Rik Peeperkorn, WHO representative for the occupied Palestinian territory via video link. “It will absolutely not prevent the expected substantial additional mortality and morbidity posed by a military operation.” He added that he was “extremely concerned” that any incursion would close the Rafah crossing between Gaza and Egypt which is being used to import medical supplies.",,2024-05-03 10:30:49+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/middle-east-crisis-israel-hostages-gaza-hamas-war-ceasefire-talks,The Guardian
138,Zeitoun,"Al Jazeera report that “artillery shelling is intensifying” in the Zeitoun neighbourhood, southeast of Gaza City. It cites the information as coming from its colleagues at Al Jazeera Arabic. Al Jazeera write: “The attacks come after Israeli warplanes bombed a residential home in the same neighbourhood yesterday, killing two civilians and injuring others.” The Guardian has not been able to independently verify the reports.",,2024-05-03 10:07:27+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/middle-east-crisis-israel-hostages-gaza-hamas-war-ceasefire-talks,The Guardian
139,Turkish,"Turkish exporters with firm orders are looking at ways to send their goods to Israel via third countries after Turkey halted bilateral trade, four export sector sources told Reuters on Thursday. Israel’s foreign minister Israel Katz said blocking ports for Israeli imports and exports ignores trade deals, adding on social media platform X that Israel would work toward alternatives for trade with Turkey. According to Reuters, Turkey has denounced Israel’s military campaign in Gaza, sent thousands of tons of aid for Palestinians and, this week, said it would join South Africa’s genocide case against Israel at the International Court of Justice (ICJ). Yet its decision to maintain commercial ties with Israel until last month, despite Turkish president Recep Tayyip Erdoğan’s strong rhetoric, prompted a domestic backlash and hurt the results of the ruling AK Party in nationwide local elections in March, writes the news agency. Hamas said on Friday Turkey’s trade halt was “brave and reflective of the Turkish people’s longstanding support for Palestinian rights and self-determination.” Turkey maintains ties with Hamas leaders and does not deem it a terrorist group.",,2024-05-03 10:00:57+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/middle-east-crisis-israel-hostages-gaza-hamas-war-ceasefire-talks,The Guardian
140,WHO says its contingency plan for a Rafah incursion would not prevent 'substantial' death toll rise,"A World Health Organization (WHO) official said on Friday that the agency had a contingency plan prepared in case of an Israeli incursion into Gaza’s Rafah but said it would not be sufficient to prevent a substantial rise in the death toll, reports Reuters. “I want to really say that this contingency plan is a Band-Aid,” said Rik Peeperkorn, WHO representative for the occupied Palestinian territory, at a Geneva press briefing via video link. “It will absolutely not prevent the expected substantial additional mortality and morbidity posed by a military operation,” he said.",,2024-05-03 09:27:47+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/middle-east-crisis-israel-hostages-gaza-hamas-war-ceasefire-talks,The Guardian
141,Israeli,"Earlier on Thursday, the Israeli authorities released 64 Palestinians they had detained during their military offensive in Gaza via the Israeli-controlled Kerem Shalom crossing, the Palestinian borders and crossings agency said, according to Reuters. One of them was the body of another man who had died in detention, the prisoners’ associations said. Another freed detainee arrived in critical condition and was moved into hospital upon arrival, the crossings agency added. Dozens of Palestinians who had been freed by Israel in past months including some staff of a UN agency have reported ill-treatment during detention, including torture and deprivation of food and sleep. The two new deaths bring the toll of Palestinians who died in Israeli custody to at least 18 since the start of the war, the prisoners associations said, urging Israeli authorities to disclose the number, location and fate of detainees from Gaza. The UN Palestinian Refugee Agency has documented the release of 1,506 people detained by the Israeli authorities through the Kerem Shalom crossing as of 4 April and said the transfer of detainees regularly holds up aid. The 1,506 included 43 children and 84 women, it said.",,2024-05-03 08:48:20+00:00,World news,https://www.theguardian.com/world/live/2024/may/03/middle-east-crisis-israel-hostages-gaza-hamas-war-ceasefire-talks,The Guardian
